Accident_ID,Date,Time,City,State,Accident_Severity,Weather_Condition,Road_Condition,Vehicle_Type,Vehicles_Involved,Injuries,Fatalities,Accident_Cause
TA1460,9/15/2023,6:55,Hyderabad,Telangana,Moderate,Fog,Wet,Van,3,8,0,Weather
TA1461,7/21/2023,6:36,Chandigarh,Chandigarh,Minor,Cloudy,Dry,Motorcycle,2,8,0,Speeding
TA1462,2/11/2023,14:37,Indore,Madhya Pradesh,Minor,Rain,Wet,Motorcycle,3,0,0,Poor Road Condition
TA1463,12/27/2024,5:17,Visakhapatnam,Andhra Pradesh,Minor,Rain,Under Construction,Car,3,7,0,Drunk Driving
TA1464,7/17/2024,12:13,Bhubaneswar,Odisha,Minor,Rain,Under Construction,Motorcycle,2,8,0,Speeding
TA1465,6/13/2023,14:11,Kochi,Kerala,Moderate,Fog,Dry,Auto Rickshaw,2,3,0,Weather
TA1466,12/6/2023,12:18,Surat,Gujarat,Minor,Overcast,Under Construction,Bus,1,1,0,Weather
TA1467,4/1/2024,8:12,Nagpur,Maharashtra,Severe,Overcast,Under Construction,Motorcycle,1,5,0,Overtaking
TA1468,1/31/2024,8:45,Mumbai,Maharashtra,Moderate,Rain,Dry,Truck,3,8,0,Drunk Driving
TA1469,4/1/2024,16:36,Kochi,Kerala,Minor,Cloudy,Poor,Truck,1,1,0,Distracted Driving
TA1470,6/30/2024,0:15,Patna,Bihar,Moderate,Cloudy,Wet,SUV,4,1,0,Distracted Driving
TA1471,12/20/2024,14:51,Patna,Bihar,Moderate,Clear,Wet,Car,4,5,0,Speeding
TA1472,3/17/2023,1:51,Chennai,Tamil Nadu,Minor,Rain,Under Construction,Car,2,4,0,Overtaking
TA1473,4/6/2024,21:30,Indore,Madhya Pradesh,Minor,Rain,Dry,Bus,1,8,0,Speeding
TA1474,3/6/2023,19:59,Chandigarh,Chandigarh,Minor,Clear,Poor,Truck,1,4,0,Drunk Driving
TA1475,9/13/2024,2:57,Lucknow,Uttar Pradesh,Minor,Fog,Potholes,Bus,1,7,0,Distracted Driving
TA1476,8/14/2023,4:39,Patna,Bihar,Moderate,Overcast,Poor,Van,2,4,0,Weather
TA1477,1/12/2023,18:53,Nagpur,Maharashtra,Severe,Cloudy,Dry,Car,1,6,0,Signal Violation
TA1478,3/29/2023,10:24,Patna,Bihar,Minor,Rain,Wet,Bus,2,2,0,Distracted Driving
TA1479,9/23/2024,8:37,Ahmedabad,Gujarat,Minor,Cloudy,Under Construction,SUV,1,8,0,Overtaking
TA1480,3/16/2023,9:55,Patna,Bihar,Moderate,Rain,Dry,Motorcycle,4,5,0,Poor Road Condition
TA1481,11/18/2024,22:22,Delhi,Delhi,Minor,Rain,Under Construction,Car,2,5,0,Overtaking
TA1482,12/3/2023,21:02,Visakhapatnam,Andhra Pradesh,Moderate,Overcast,Wet,Truck,3,5,0,Overtaking
TA1483,1/5/2023,10:41,Pune,Maharashtra,Minor,Cloudy,Potholes,Auto Rickshaw,3,2,0,Weather
TA1484,5/6/2024,15:47,Surat,Gujarat,Minor,Rain,Potholes,Truck,1,2,0,Weather
TA1485,3/25/2023,9:34,Chandigarh,Chandigarh,Severe,Cloudy,Under Construction,Motorcycle,3,1,0,Weather
TA1486,1/20/2023,17:18,Chennai,Tamil Nadu,Moderate,Overcast,Under Construction,Bus,2,0,0,Signal Violation
TA1487,7/10/2024,18:25,Jaipur,Rajasthan,Moderate,Cloudy,Poor,Bus,2,4,0,Distracted Driving
TA1488,5/28/2024,17:25,Visakhapatnam,Andhra Pradesh,Minor,Rain,Under Construction,Car,2,2,0,Drunk Driving
TA1489,5/24/2023,15:13,Kochi,Kerala,Minor,Overcast,Under Construction,Van,2,7,0,Poor Road Condition
TA1490,8/13/2023,16:38,Bengaluru,Karnataka,Minor,Rain,Poor,Motorcycle,1,3,0,Signal Violation
TA1491,2/2/2024,16:01,Nagpur,Maharashtra,Severe,Clear,Dry,Van,3,1,0,Weather
TA1492,10/10/2024,9:20,Kochi,Kerala,Severe,Rain,Under Construction,Truck,2,6,0,Weather
TA1493,1/10/2024,20:03,Indore,Madhya Pradesh,Moderate,Clear,Under Construction,Auto Rickshaw,4,3,0,Signal Violation
TA1494,12/28/2023,11:46,Indore,Madhya Pradesh,Moderate,Fog,Under Construction,Car,2,7,0,Distracted Driving
TA1495,3/20/2023,17:33,Ahmedabad,Gujarat,Moderate,Cloudy,Wet,Motorcycle,2,5,0,Signal Violation
TA1496,11/7/2024,7:51,Mumbai,Maharashtra,Minor,Rain,Dry,Bus,4,7,0,Distracted Driving
TA1497,6/15/2023,22:05,Bhubaneswar,Odisha,Severe,Clear,Wet,Car,2,2,0,Distracted Driving
TA1498,2/10/2023,19:32,Kochi,Kerala,Minor,Cloudy,Poor,Motorcycle,4,0,0,Weather
TA1499,3/29/2023,7:23,Lucknow,Uttar Pradesh,Minor,Fog,Potholes,Motorcycle,2,6,0,Signal Violation
TA1500,8/19/2024,6:12,Delhi,Delhi,Moderate,Overcast,Poor,Motorcycle,3,7,0,Signal Violation
